Year,Jurisdiction,Category,Tonnes
2018-2019,NSW,Metals,46467
2018-2019,NSW,Metals,44639
2018-2019,NSW,Metals,23234
2018-2019,NSW,Metals,114340
2018-2019,NSW,Metals,38962
2018-2019,NSW,Metals,38962
2018-2019,NSW,Metals,19481
2018-2019,NSW,Metals,97405
2018-2019,NSW,Metals,547471
2018-2019,NSW,Metals,378879
2018-2019,NSW,Metals,281458
2018-2019,NSW,Metals,1207808
2018-2019,NSW,Metals,11198
2018-2019,NSW,Metals,632901
2018-2019,NSW,Metals,59855
2018-2019,NSW,Metals,462480
2018-2019,NSW,Metals,80480
2018-2019,NSW,Metals,324173
2018-2019,NSW,Metals,151533
2018-2019,NSW,Metals,1419553
2018-2019,NSW,Mining,85
2018-2019,NSW,Mining,49423137
2018-2019,NSW,Mining,0
2018-2019,NSW,Mining,392
2018-2019,NSW,Mining,85
2018-2019,NSW,Mining,49423137
2018-2019,NSW,Mining,0
2018-2019,NSW,Mining,392
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,1
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,43968
2018-2019,NSW,Organics,139664
2018-2019,NSW,Organics,48315
2018-2019,NSW,Organics,6892
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,495375
2018-2019,NSW,Organics,171369
2018-2019,NSW,Organics,376398
2018-2019,NSW,Organics,43968
2018-2019,NSW,Organics,635040
2018-2019,NSW,Organics,219684
2018-2019,NSW,Organics,383290
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,7821
2018-2019,NSW,Organics,1314
2018-2019,NSW,Organics,65749
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,90842
2018-2019,NSW,Organics,15259
2018-2019,NSW,Organics,266085
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,271925
2018-2019,NSW,Organics,45675
2018-2019,NSW,Organics,536660
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,370588
2018-2019,NSW,Organics,62247
2018-2019,NSW,Organics,868494
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,115372
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,59858
2018-2019,NSW,Organics,10811
2018-2019,NSW,Organics,35612
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,59858
2018-2019,NSW,Organics,10811
2018-2019,NSW,Organics,150983
2018-2019,NSW,Organics,34500
2018-2019,NSW,Organics,32131
2018-2019,NSW,Organics,1014
2018-2019,NSW,Organics,47063
2018-2019,NSW,Organics,34500
2018-2019,NSW,Organics,274348
2018-2019,NSW,Organics,8661
2018-2019,NSW,Organics,134125
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,36352
2018-2019,NSW,Organics,1148
2018-2019,NSW,Organics,27798
2018-2019,NSW,Organics,69000
2018-2019,NSW,Organics,342831
2018-2019,NSW,Organics,10823
2018-2019,NSW,Organics,208986
2018-2019,NSW,Organics,34500
2018-2019,NSW,Organics,39952
2018-2019,NSW,Organics,2328
2018-2019,NSW,Organics,112812
2018-2019,NSW,Organics,78468
2018-2019,NSW,Organics,504854
2018-2019,NSW,Organics,72235
2018-2019,NSW,Organics,522474
2018-2019,NSW,Organics,0
2018-2019,NSW,Organics,863512
2018-2019,NSW,Organics,229002
2018-2019,NSW,Organics,976468
2018-2019,NSW,Organics,112968
2018-2019,NSW,Organics,1408318
2018-2019,NSW,Organics,303565
2018-2019,NSW,Organics,1611753
2018-2019,NSW,Other,7712
2018-2019,NSW,Other,7
2018-2019,NSW,Other,96222
2018-2019,NSW,Other,13650
2018-2019,NSW,Other,103561
2018-2019,NSW,Other,5734
2018-2019,NSW,Other,207495
2018-2019,NSW,Other,19391
2018-2019,NSW,Other,0
2018-2019,NSW,Other,0
2018-2019,NSW,Other,0
2018-2019,NSW,Other,0
2018-2019,NSW,Other,0
2018-2019,NSW,Other,0
2018-2019,NSW,Other,7712
2018-2019,NSW,Other,0
2018-2019,NSW,Other,7
2018-2019,NSW,Other,0
2018-2019,NSW,Other,96222
2018-2019,NSW,Other,0
2018-2019,NSW,Other,13650
2018-2019,NSW,Other,0
2018-2019,NSW,Other,103561
2018-2019,NSW,Other,0
2018-2019,NSW,Other,5734
2018-2019,NSW,Other,0
2018-2019,NSW,Other,207495
2018-2019,NSW,Other,0
2018-2019,NSW,Other,19391
2018-2019,NSW,Paper & cardboard,0
2018-2019,NSW,Paper & cardboard,13981
2018-2019,NSW,Paper & cardboard,2466
2018-2019,NSW,Paper & cardboard,461
2018-2019,NSW,Paper & cardboard,0
2018-2019,NSW,Paper & cardboard,311696
2018-2019,NSW,Paper & cardboard,54980
2018-2019,NSW,Paper & cardboard,683456
2018-2019,NSW,Paper & cardboard,0
2018-2019,NSW,Paper & cardboard,378156
2018-2019,NSW,Paper & cardboard,66703
2018-2019,NSW,Paper & cardboard,322832
2018-2019,NSW,Paper & cardboard,0
2018-2019,NSW,Paper & cardboard,703833
2018-2019,NSW,Paper & cardboard,124149
2018-2019,NSW,Paper & cardboard,1006748
2018-2019,NSW,Plastics,11091
2018-2019,NSW,Plastics,4122
2018-2019,NSW,Plastics,30976
2018-2019,NSW,Plastics,296533
2018-2019,NSW,Plastics,12371
2018-2019,NSW,Plastics,30976
2018-2019,NSW,Plastics,252852
2018-2019,NSW,Plastics,70539
2018-2019,NSW,Plastics,61951
2018-2019,NSW,Plastics,560476
2018-2019,NSW,Plastics,87032
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",36
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",182
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",217
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",68
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",314
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",764
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",1146
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",5031
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",909
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",68
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",104844
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",18940
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",350
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",63675
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",11503
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",946
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",173549
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",31352
2018-2019,NSW,"Textiles, leather & rubber (excl. tyres)",1364
2018-2019,NT,Biosolids,3853
2018-2019,NT,Biosolids,10888
2018-2019,NT,Biosolids,3853
2018-2019,NT,Biosolids,10888
2018-2019,NT,Biosolids,3853
2018-2019,NT,Biosolids,10888
2018-2019,NT,Biosolids,3853
2018-2019,NT,Biosolids,10888
2018-2019,NT,Glass,94
2018-2019,NT,Glass,0
2018-2019,NT,Glass,982
2018-2019,NT,Glass,0
2018-2019,NT,Glass,7038
2018-2019,NT,Glass,6251
2018-2019,NT,Glass,8114
2018-2019,NT,Glass,6251
2018-2019,NT,Glass,94
2018-2019,NT,Glass,0
2018-2019,NT,Glass,982
2018-2019,NT,Glass,0
2018-2019,NT,Glass,7038
2018-2019,NT,Glass,6251
2018-2019,NT,Glass,8114
2018-2019,NT,Glass,6251
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,24
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,132
2018-2019,NT,Hazardous,503
2018-2019,NT,Hazardous,24
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,132
2018-2019,NT,Hazardous,503
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,27
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,296
2018-2019,NT,Hazardous,37
2018-2019,NT,Hazardous,27
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,296
2018-2019,NT,Hazardous,37
2018-2019,NT,Hazardous,3838
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,1
2018-2019,NT,Hazardous,3270
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,1
2018-2019,NT,Hazardous,7108
2018-2019,NT,Hazardous,4
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,104
2018-2019,NT,Hazardous,633
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,319
2018-2019,NT,Hazardous,104
2018-2019,NT,Hazardous,633
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,319
2018-2019,NT,Hazardous,401
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,10
2018-2019,NT,Hazardous,37
2018-2019,NT,Hazardous,156
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,4
2018-2019,NT,Hazardous,14
2018-2019,NT,Hazardous,558
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,14
2018-2019,NT,Hazardous,51
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,710
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,29591
2018-2019,NT,Hazardous,4143
2018-2019,NT,Hazardous,710
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,29591
2018-2019,NT,Hazardous,4143
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,283
2018-2019,NT,Hazardous,1
2018-2019,NT,Hazardous,1014
2018-2019,NT,Hazardous,712
2018-2019,NT,Hazardous,283
2018-2019,NT,Hazardous,1
2018-2019,NT,Hazardous,1014
2018-2019,NT,Hazardous,712
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,1300
2018-2019,NT,Hazardous,40
2018-2019,NT,Hazardous,9812
2018-2019,NT,Hazardous,10920
2018-2019,NT,Hazardous,1300
2018-2019,NT,Hazardous,40
2018-2019,NT,Hazardous,9812
2018-2019,NT,Hazardous,10920
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,15
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,19
2018-2019,NT,Hazardous,60
2018-2019,NT,Hazardous,15
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,19
2018-2019,NT,Hazardous,60
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,5
2018-2019,NT,Hazardous,7
2018-2019,NT,Hazardous,3
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,5
2018-2019,NT,Hazardous,7
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,1158
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,622
2018-2019,NT,Hazardous,825
2018-2019,NT,Hazardous,1158
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,622
2018-2019,NT,Hazardous,825
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,1868
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,280
2018-2019,NT,Hazardous,167
2018-2019,NT,Hazardous,1868
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,280
2018-2019,NT,Hazardous,167
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,954
2018-2019,NT,Hazardous,1622
2018-2019,NT,Hazardous,95
2018-2019,NT,Hazardous,1717
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,954
2018-2019,NT,Hazardous,1622
2018-2019,NT,Hazardous,95
2018-2019,NT,Hazardous,1717
2018-2019,NT,Hazardous,0
2018-2019,NT,Hazardous,4240
2018-2019,NT,Hazardous,2
2018-2019,NT,Hazardous,12
2018-2019,NT,Hazardous,38
2018-2019,NT,Hazardous,10540
2018-2019,NT,Hazardous,774
2018-2019,NT,Hazardous,43496
2018-2019,NT,Hazardous,17709
2018-2019,NT,Hazardous,14780
2018-2019,NT,Hazardous,776
2018-2019,NT,Hazardous,43508
2018-2019,NT,Hazardous,17748
2018-2019,NT,Masonry materials,119811
2018-2019,NT,Masonry materials,0
2018-2019,NT,Masonry materials,5696
2018-2019,NT,Masonry materials,0
2018-2019,NT,Masonry materials,5593
2018-2019,NT,Masonry materials,16016
2018-2019,NT,Masonry materials,131099
2018-2019,NT,Masonry materials,16016
2018-2019,NT,Metals,0
2018-2019,NT,Metals,0
2018-2019,NT,Metals,701
2018-2019,NT,Metals,701
2018-2019,NT,Metals,0
2018-2019,NT,Metals,0
2018-2019,NT,Metals,1
2018-2019,NT,Metals,1
2018-2019,NT,Metals,1062
2018-2019,NT,Metals,0
2018-2019,NT,Metals,1496
2018-2019,NT,Metals,0
2018-2019,NT,Metals,5779
2018-2019,NT,Metals,702
2018-2019,NT,Metals,8337
2018-2019,NT,Metals,702
2018-2019,NT,Mining,4
2018-2019,NT,Mining,78695515
2018-2019,NT,Mining,0
2018-2019,NT,Mining,2
2018-2019,NT,Mining,4
2018-2019,NT,Mining,78695515
2018-2019,NT,Mining,0
2018-2019,NT,Mining,2
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,8329
2018-2019,NT,Organics,1378
2018-2019,NT,Organics,0
2018-2019,NT,Organics,41647
2018-2019,NT,Organics,6888
2018-2019,NT,Organics,0
2018-2019,NT,Organics,49976
2018-2019,NT,Organics,8265
2018-2019,NT,Organics,0
2018-2019,NT,Organics,2553
2018-2019,NT,Organics,220
2018-2019,NT,Organics,0
2018-2019,NT,Organics,1663
2018-2019,NT,Organics,143
2018-2019,NT,Organics,0
2018-2019,NT,Organics,21064
2018-2019,NT,Organics,1817
2018-2019,NT,Organics,0
2018-2019,NT,Organics,25280
2018-2019,NT,Organics,2180
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,620
2018-2019,NT,Organics,57
2018-2019,NT,Organics,0
2018-2019,NT,Organics,5078
2018-2019,NT,Organics,469
2018-2019,NT,Organics,0
2018-2019,NT,Organics,5698
2018-2019,NT,Organics,526
2018-2019,NT,Organics,0
2018-2019,NT,Organics,8180
2018-2019,NT,Organics,141
2018-2019,NT,Organics,0
2018-2019,NT,Organics,5548
2018-2019,NT,Organics,95
2018-2019,NT,Organics,0
2018-2019,NT,Organics,1363
2018-2019,NT,Organics,23
2018-2019,NT,Organics,0
2018-2019,NT,Organics,15091
2018-2019,NT,Organics,259
2018-2019,NT,Organics,0
2018-2019,NT,Organics,10733
2018-2019,NT,Organics,361
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,16160
2018-2019,NT,Organics,1674
2018-2019,NT,Organics,0
2018-2019,NT,Organics,0
2018-2019,NT,Organics,69152
2018-2019,NT,Organics,9197
2018-2019,NT,Organics,1056
2018-2019,NT,Organics,0
2018-2019,NT,Organics,96045
2018-2019,NT,Organics,11231
2018-2019,NT,Organics,1056
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Other,0
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,227
2018-2019,NT,Paper & cardboard,227
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,63
2018-2019,NT,Paper & cardboard,63
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,3816
2018-2019,NT,Paper & cardboard,344
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,6419
2018-2019,NT,Paper & cardboard,579
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,16535
2018-2019,NT,Paper & cardboard,1492
2018-2019,NT,Paper & cardboard,290
2018-2019,NT,Paper & cardboard,0
2018-2019,NT,Paper & cardboard,26769
2018-2019,NT,Paper & cardboard,2416
2018-2019,NT,Paper & cardboard,290
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,33
2018-2019,NT,Plastics,33
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,579
2018-2019,NT,Plastics,579
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,156
2018-2019,NT,Plastics,863
2018-2019,NT,Plastics,1020
2018-2019,NT,Plastics,2450
2018-2019,NT,Plastics,0
2018-2019,NT,Plastics,8757
2018-2019,NT,Plastics,156
2018-2019,NT,Plastics,20418
2018-2019,NT,Plastics,863
2018-2019,NT,Plastics,31625
2018-2019,NT,Plastics,1020
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",3100
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",286
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",3174
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",293
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",1843
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",0
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",6274
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",579
2018-2019,NT,"Textiles, leather & rubber (excl. tyres)",1843
2018-2019,QLD,Ash,3851169
2018-2019,QLD,Ash,823470
2018-2019,QLD,Ash,3851169
2018-2019,QLD,Ash,823470
2018-2019,QLD,Ash,3851169
2018-2019,QLD,Ash,823470
2018-2019,QLD,Ash,3851169
2018-2019,QLD,Ash,823470
2018-2019,QLD,Biosolids,0
2018-2019,QLD,Biosolids,332310
2018-2019,QLD,Biosolids,0
2018-2019,QLD,Biosolids,332310
2018-2019,QLD,Biosolids,0
2018-2019,QLD,Biosolids,332310
2018-2019,QLD,Biosolids,0
2018-2019,QLD,Biosolids,332310
2018-2019,QLD,Glass,957
2018-2019,QLD,Glass,6545
2018-2019,QLD,Glass,34580
2018-2019,QLD,Glass,43576
2018-2019,QLD,Glass,90173
2018-2019,QLD,Glass,27059
2018-2019,QLD,Glass,125709
2018-2019,QLD,Glass,77181
2018-2019,QLD,Glass,957
2018-2019,QLD,Glass,6545
2018-2019,QLD,Glass,34580
2018-2019,QLD,Glass,43576
2018-2019,QLD,Glass,90173
2018-2019,QLD,Glass,27059
2018-2019,QLD,Glass,125709
2018-2019,QLD,Glass,77181
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,1636
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,9448
2018-2019,QLD,Hazardous,789
2018-2019,QLD,Hazardous,1636
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,9448
2018-2019,QLD,Hazardous,789
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,282
2018-2019,QLD,Hazardous,28
2018-2019,QLD,Hazardous,118615
2018-2019,QLD,Hazardous,427
2018-2019,QLD,Hazardous,282
2018-2019,QLD,Hazardous,28
2018-2019,QLD,Hazardous,118615
2018-2019,QLD,Hazardous,427
2018-2019,QLD,Hazardous,72829
2018-2019,QLD,Hazardous,500
2018-2019,QLD,Hazardous,472
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,62040
2018-2019,QLD,Hazardous,426
2018-2019,QLD,Hazardous,402
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,134869
2018-2019,QLD,Hazardous,925
2018-2019,QLD,Hazardous,874
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,3811
2018-2019,QLD,Hazardous,13656
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,1320
2018-2019,QLD,Hazardous,3811
2018-2019,QLD,Hazardous,13656
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,1320
2018-2019,QLD,Hazardous,595975
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,231768
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,827744
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,8542
2018-2019,QLD,Hazardous,5
2018-2019,QLD,Hazardous,204836
2018-2019,QLD,Hazardous,16036
2018-2019,QLD,Hazardous,8542
2018-2019,QLD,Hazardous,5
2018-2019,QLD,Hazardous,204836
2018-2019,QLD,Hazardous,16036
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,40690
2018-2019,QLD,Hazardous,174
2018-2019,QLD,Hazardous,23780
2018-2019,QLD,Hazardous,443
2018-2019,QLD,Hazardous,40690
2018-2019,QLD,Hazardous,174
2018-2019,QLD,Hazardous,23780
2018-2019,QLD,Hazardous,443
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,35499
2018-2019,QLD,Hazardous,1091
2018-2019,QLD,Hazardous,139158
2018-2019,QLD,Hazardous,27529
2018-2019,QLD,Hazardous,35499
2018-2019,QLD,Hazardous,1091
2018-2019,QLD,Hazardous,139158
2018-2019,QLD,Hazardous,27529
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,2640
2018-2019,QLD,Hazardous,17
2018-2019,QLD,Hazardous,4487
2018-2019,QLD,Hazardous,4368
2018-2019,QLD,Hazardous,2640
2018-2019,QLD,Hazardous,17
2018-2019,QLD,Hazardous,4487
2018-2019,QLD,Hazardous,4368
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,5147
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,587
2018-2019,QLD,Hazardous,5
2018-2019,QLD,Hazardous,5147
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,587
2018-2019,QLD,Hazardous,5
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,0
2018-2019,QLD,Hazardous,2549
2018-2019,QLD,Hazardous,0
